,Name,Year,Duration,Rated,Score,Metascore
1783,4. Gosford Park,2001,2h 17m,R,7.2,90
1784,5. City of Lies,2018,1h 52m,R,6.5,44
1785,6. Halloween,2007,1h 49m,R,6.0,47
1786,7. Boss Level,2020,1h 40m,TV-MA,6.8,56
1787,8. Vice,2018,2h 12m,R,7.2,61
1788,9. The Adjustment Bureau,2011,1h 46m,PG-13,7.0,60
1789,0. Flipped,2010,1h 30m,PG,7.7,45
1790,1. Honor Society,2022,1h 38m,TV-MA,6.5,66
1791,2. Mr. Deeds,2002,1h 36m,PG-13,5.8,24
1792,3. Overlord,2018,1h 50m,R,6.6,60
1793,4. Tucker and Dale vs Evil,2010,1h 29m,R,7.5,65
1794,5. Out of the Furnace,2013,1h 56m,R,6.7,63
1795,6. 17 Again,2009,1h 42m,PG-13,6.4,48
1796,7. The Shift,2023,1h 55m,PG-13,5.5,0
1797,8. The Foreigner,2017,1h 53m,R,7.0,55
1798,9. Skyscraper,2018,1h 42m,PG-13,5.8,51
1799,0. Green Lantern,2011,1h 54m,PG-13,5.5,39
1800,1. Detachment,2011,1h 38m,Not Rated,7.7,52
1801,2. The Princess Diaries 2: Royal Engagement,2004,1h 53m,G,5.8,43
1802,3. High Life,2018,1h 53m,R,5.8,78
1803,4. Drive Angry,2011,1h 44m,R,5.4,44
1804,5. The Old Oak,2023,1h 53m,No,7.1,69
1805,6. Monamour,2005,1h 44m,No,5.2,0
1806,7. Wolf Creek,2005,1h 39m,R,6.2,56
1807,8. Lars and the Real Girl,2007,1h 46m,PG-13,7.3,70
1808,9. Queen Bees,2021,1h 40m,PG-13,6.3,52
1809,0. The Shack,2017,2h 12m,PG-13,6.3,32
1810,1. I Can Only Imagine,2018,1h 50m,PG,7.3,30
1811,2. Criminal,2016,1h 53m,R,6.3,36
1812,3. The Assassination of Jesse James by the Coward Robert Ford,2007,2h 40m,R,7.5,68
1813,4. Sound of Metal,2019,2h,R,7.7,82
1814,5. Paddington 2,2017,1h 43m,PG,7.8,88
1815,6. Assassin's Creed,2016,1h 55m,PG-13,5.6,36
1816,7. Only Lovers Left Alive,2013,2h 3m,R,7.2,79
1817,8. Exodus: Gods and Kings,2014,2h 30m,PG-13,6.0,52
1818,9. Teeth,2007,1h 34m,R,5.4,57
1819,0. Sometimes I Think About Dying,2023,1h 34m,PG-13,6.5,68
1820,1. I Now Pronounce You Chuck & Larry,2007,1h 55m,PG-13,5.9,37
1821,2. Goodnight Mommy,2022,1h 32m,R,5.7,45
1822,3. Take Me to the River,2015,1h 24m,Not Rated,6.2,65
1823,4. Get Smart,2008,1h 50m,PG-13,6.5,54
1824,5. Knowing,2009,2h 1m,PG-13,6.2,41
1825,6. Mank,2020,2h 11m,R,6.8,79
1826,7. Champions,2023,2h 4m,PG-13,6.8,50
1827,8. 2 Guns,2013,1h 49m,R,6.7,55
1828,9. My Bloody Valentine,2009,1h 41m,R,5.4,51
1829,0. Ice Age: The Meltdown,2006,1h 31m,PG,6.8,59
1830,1. The Darjeeling Limited,2007,1h 31m,R,7.2,67
1831,2. Valentine's Day,2010,2h 5m,PG-13,5.7,34
1832,3. The Lodge,2019,1h 48m,R,6.0,64
1833,4. The Happening,2008,1h 31m,R,5.0,34
1834,5. Oculus,2013,1h 44m,R,6.5,61
1835,6. Carol,2015,1h 58m,R,7.2,94
1836,7. No Reservations,2007,1h 44m,PG,6.3,50
1837,8. Haunted Mansion,2023,2h 3m,PG-13,6.0,47
1838,9. The Nightingale,2018,2h 16m,R,7.3,77
1839,0. To All the Boys I've Loved Before,2018,1h 39m,TV-14,7.0,64
1840,1. Hugo,2011,2h 6m,PG,7.5,83
1841,2. Indiana Jones and the Kingdom of the Crystal Skull,2008,2h 2m,PG-13,6.2,65
1842,3. 27 Dresses,2008,1h 51m,PG-13,6.1,47
1843,4. Colonia,2015,1h 50m,R,7.0,33
1844,5. Equilibrium,2002,1h 47m,R,7.3,33
1845,6. Monster House,2006,1h 31m,PG,6.6,68
1846,7. Evolution,2001,1h 41m,PG-13,6.1,40
1847,8. Only the Brave,2017,2h 14m,PG-13,7.6,72
1848,9. Scary Movie 3,2003,1h 24m,PG-13,5.5,49
1849,0. The World's End,2013,1h 49m,R,6.9,81
1850,1. Primer,2004,1h 17m,PG-13,6.7,68
1851,2. The House Bunny,2008,1h 37m,PG-13,5.5,55
1852,3. Miami Vice,2006,2h 12m,R,6.1,66
1853,4. Notes on a Scandal,2006,1h 32m,R,7.4,73
1854,5. The Hangover Part III,2013,1h 40m,R,5.8,30
1855,6. Hard Candy,2005,1h 44m,R,7.0,58
1856,7. Cat Person,2023,1h 58m,R,6.0,48
1857,8. Annie,2014,1h 58m,PG,5.4,33
1858,9. Shattered,2022,1h 32m,R,5.0,27
1859,0. Chained,2012,1h 34m,R,6.4,0
1860,1. Pitch Black,2000,1h 49m,R,7.0,49
1861,2. Zola,2020,1h 26m,R,6.5,76
1862,3. Superman Returns,2006,2h 34m,PG-13,6.1,72
1863,4. The Mummy: Tomb of the Dragon Emperor,2008,1h 52m,PG-13,5.2,31
1864,5. War Pony,2022,1h 55m,R,6.8,70
1865,6. Beowulf,2007,1h 55m,PG-13,6.3,59
1866,"7. Dude, Where's My Car?",2000,1h 23m,PG-13,5.5,30
1867,8. Pride and Prejudice and Zombies,2016,1h 48m,PG-13,5.8,45
1868,9. The DUFF,2015,1h 41m,PG-13,6.4,56
1869,0. Johnny English,2003,1h 27m,PG,6.3,51
1870,1. Wet Hot American Summer,2001,1h 37m,R,6.5,42
1871,2. This Means War,2012,1h 43m,PG-13,6.3,31
1872,3. Robin Hood,2018,1h 56m,PG-13,5.3,32
1873,4. Cherry,2021,2h 22m,R,6.6,44
1874,5. I.S.S.,2023,1h 35m,R,5.3,53
1875,6. Bernie,2011,1h 44m,PG-13,6.8,75
1876,7. Into the Blue,2005,1h 50m,PG-13,5.9,45
1877,8. Second Act,2018,1h 43m,PG-13,5.8,46
1878,9. Femme,2023,1h 39m,No,7.4,69
1879,0. River Wild,2023,1h 31m,PG-13,5.4,0
1880,1. Teen Wolf: The Movie,2023,2h 21m,TV-MA,5.5,51
1881,2. Taken 2,2012,1h 32m,PG-13,6.2,45
1882,3. The Rundown,2003,1h 44m,PG-13,6.7,59
1883,4. The Dukes of Hazzard,2005,1h 44m,PG-13,5.1,33
1884,5. Night at the Museum: Battle of the Smithsonian,2009,1h 45m,PG,6.0,42
1885,6. Truth or Dare,2018,1h 40m,PG-13,5.2,35
1886,7. The Best Offer,2013,2h 11m,R,7.8,49
1887,8. Beast,2022,1h 33m,R,5.6,54
1888,9. Dangal,2016,2h 41m,Not Rated,8.3,0
1889,0. Inferno,2016,2h 1m,PG-13,6.2,42
1890,1. You Don't Mess with the Zohan,2008,1h 53m,PG-13,5.6,54
1891,2. Freedom Writers,2007,2h 3m,PG-13,7.6,64
1892,3. Home,2015,1h 34m,PG,6.5,55
1893,4. The Tourist,2010,1h 43m,PG-13,6.0,37
1894,5. He Went That Way,2023,1h 35m,No,5.2,37
1895,6. Breakfast on Pluto,2005,2h 8m,R,7.2,59
1896,7. The Night House,2020,1h 47m,R,6.4,68
1897,8. Lights Out,2016,1h 21m,PG-13,6.3,58
1898,9. Saint Maud,2019,1h 24m,R,6.7,83
1899,0. Step Up,2006,1h 44m,PG-13,6.5,48
1900,1. Me Time,2022,1h 41m,R,5.1,25
1901,2. The League of Extraordinary Gentlemen,2003,1h 50m,PG-13,5.8,30
1902,3. Lords of Dogtown,2005,1h 47m,PG-13,7.1,56
1903,4. Speed Racer,2008,2h 15m,PG,6.1,37
1904,5. Salt,2010,1h 40m,PG-13,6.4,65
1905,6. Status Update,2018,1h 46m,PG-13,5.8,0
1906,7. Pompeii,2014,1h 45m,PG-13,5.5,41
1907,8. Once Upon a Deadpool,2018,1h 57m,No,7.4,0
1908,9. The Huntsman: Winter's War,2016,1h 54m,PG-13,6.1,35
1909,0. The Men Who Stare at Goats,2009,1h 34m,R,6.2,54
1910,1. The Benchwarmers,2006,1h 25m,PG-13,5.5,25
1911,2. Me and Earl and the Dying Girl,2015,1h 45m,PG-13,7.7,74
1912,3. Paranormal Activity,2007,1h 26m,R,6.3,68
1913,4. Reign of Fire,2002,1h 41m,PG-13,6.2,39
1914,5. Adrift,2018,1h 36m,PG-13,6.6,56
1915,6. A Good Day to Die Hard,2013,1h 38m,R,5.2,28
1916,7. Finding Forrester,2000,2h 16m,PG-13,7.3,62
1917,8. Significant Other,2022,1h 24m,R,5.7,57
1918,9. The New World,2005,2h 15m,PG-13,6.7,73
1919,0. Super Troopers,2001,1h 40m,R,7.0,48
1920,1. You Were Never Really Here,2017,1h 29m,R,6.7,84
1921,2. The Amityville Horror,2005,1h 30m,R,5.9,33
1922,3. Billy & Molly: An Otter Love Story,2024,1h 17m,No,8.1,0
1923,4. Fences,2016,2h 19m,PG-13,7.2,79
1924,5. Independence Day: Resurgence,2016,2h,PG-13,5.2,32
1925,6. Before Midnight,2013,1h 49m,R,7.9,94
1926,7. Emancipation,2022,2h 12m,R,6.3,53
1927,8. The To Do List,2013,1h 44m,R,5.8,61
1928,9. Locke,2013,1h 25m,R,7.1,83
1929,0. Jumper,2008,1h 28m,PG-13,6.1,35
1930,1. The Dark and the Wicked,2020,1h 35m,Not Rated,6.1,72
1931,2. Edge of Darkness,2010,1h 57m,R,6.6,55
1932,3. Elf,2003,1h 37m,PG,7.1,66
1933,4. Butterfly in the Sky,2022,1h 27m,No,8.4,69
1934,5. Storks,2016,1h 27m,PG,6.8,56
1935,6. A Dangerous Method,2011,1h 39m,R,6.4,76
1936,7. The Last Kingdom: Seven Kings Must Die,2023,1h 51m,TV-MA,6.9,48
1937,8. Lucky Number Slevin,2006,1h 50m,R,7.7,53
1938,9. A Serious Man,2009,1h 46m,R,7.0,88
1939,0. The Life Aquatic with Steve Zissou,2004,1h 59m,R,7.2,62
1940,1. Jules,2023,1h 27m,PG-13,6.8,57
1941,2. Golda,2023,1h 40m,PG-13,5.9,48
1942,3. How the Grinch Stole Christmas,2000,1h 44m,PG,6.3,46
1943,4. The World's Fastest Indian,2005,2h 7m,PG-13,7.8,68
1944,5. Hack Your Health: The Secrets of Your Gut,2024,1h 19m,No,6.6,0
1945,6. White Bird,2023,2h,Not Rated,7.3,0
1946,7. The Good Nurse,2022,2h 1m,R,6.8,65
1947,8. Black Mass,2015,2h 3m,R,6.8,68
1948,9. Crawl,2019,1h 27m,R,6.1,60
1949,0. The Drop,2014,1h 46m,R,7.0,69
1950,1. Hush,2016,1h 22m,R,6.6,67
1951,2. Snowden,2016,2h 14m,R,7.3,58
1952,3. Hostel: Part II,2007,1h 34m,R,5.5,46
1953,4. Blue Mountain State: The Rise of Thadland,2016,1h 30m,R,5.7,0
1954,5. A Cinderella Story,2004,1h 35m,PG,5.9,25
1955,6. Theater Camp,2023,1h 32m,PG-13,6.9,70
1956,7. Sharper,2023,1h 56m,R,6.7,65
1957,8. Battle Royale,2000,1h 54m,Not Rated,7.5,81
1958,9. Final Destination 3,2006,1h 33m,R,5.8,43
1959,0. The Void,2016,1h 30m,Not Rated,5.9,62
1960,1. Girl House,2014,1h 41m,Not Rated,5.5,0
1961,2. American Reunion,2012,1h 53m,R,6.7,49
1962,3. What Women Want,2000,2h 7m,PG-13,6.4,47
1963,4. The Voices,2014,1h 43m,R,6.3,58
1964,5. Breach,2007,1h 50m,PG-13,7.0,74
1965,6. The Blind,2023,1h 48m,PG-13,6.1,0
1966,7. Hotel Transylvania 4: Transformania,2022,1h 27m,PG,6.0,46
1967,8. Bandslam,2009,1h 51m,PG,6.3,66
1968,9. Rebecca,2020,2h 3m,PG-13,6.0,46
1969,0. See You on Venus,2023,1h 34m,No,6.0,0
1970,1. The Pledge,2001,2h 4m,R,6.8,71
1971,2. The Other Boleyn Girl,2008,1h 55m,PG-13,6.7,50
1972,3. Bully,2001,1h 48m,TV-MA,6.9,45
1973,4. In the Heart of the Sea,2015,2h 2m,PG-13,6.9,47
1974,"5. Lust, Caution",2007,2h 37m,NC-17,7.5,61
1975,6. The Trial of the Chicago 7,2020,2h 9m,R,7.7,76
1976,7. Journey 2: The Mysterious Island,2012,1h 34m,PG,5.7,41
1977,8. The Babysitters,2007,1h 28m,R,5.6,35
1978,9. Sound of Hope: The Story of Possum Trot,2024,2h 15m,PG-13,8.3,0
1979,0. A Rainy Day in New York,2019,1h 32m,PG-13,6.5,38
1980,1. DC League of Super-Pets,2022,1h 45m,PG,7.1,56
1981,2. Frequency,2000,1h 58m,PG-13,7.4,67
1982,3. The Thing,2011,1h 43m,R,6.2,49
1983,4. Sherlock Holmes: A Game of Shadows,2011,2h 9m,PG-13,7.4,48
1984,5. The Sisterhood of the Traveling Pants,2005,1h 59m,PG,6.5,66
1985,6. Marlowe,2022,1h 49m,R,5.3,41
1986,7. The Lost Daughter,2021,2h 1m,R,6.7,86
1987,8. The Day the Earth Stood Still,2008,1h 44m,PG-13,5.5,40
1988,9. The Devil's Rejects,2005,1h 47m,R,6.7,54
1989,0. Never Back Down,2008,1h 53m,PG-13,6.5,39
1990,1. Hardcore Henry,2015,1h 36m,R,6.7,51
1991,2. August: Osage County,2013,2h 1m,R,7.2,58
1992,3. All Is Lost,2013,1h 46m,PG-13,6.9,87
1993,4. Clown,2014,1h 40m,R,5.7,42
1994,5. Underworld: Blood Wars,2016,1h 31m,R,5.7,23
1995,6. Blade: Trinity,2004,1h 53m,R,5.8,38
1996,7. Alvin and the Chipmunks,2007,1h 32m,PG,5.2,39
1997,8. In the Tall Grass,2019,1h 41m,TV-MA,5.5,46
1998,"9. tick, tick... BOOM!",2021,1h 55m,PG-13,7.5,74
1999,0. Bank of Dave,2023,1h 47m,PG-13,7.1,60
2000,1. Good Luck Chuck,2007,1h 36m,R,5.6,19
2001,2. Minari,2020,1h 55m,PG-13,7.4,89
2002,3. Mike and Dave Need Wedding Dates,2016,1h 38m,R,6.0,51
2003,4. A Million Miles Away,2023,2h 1m,PG,7.3,62
2004,5. Joe Dirt,2001,1h 31m,PG-13,6.0,20
2005,6. Changeling,2008,2h 21m,R,7.7,63
2006,7. A Scanner Darkly,2006,1h 40m,R,7.0,73
2007,8. Time Trap,2017,1h 27m,Not Rated,6.2,46
2008,9. The Finest Hours,2016,1h 57m,PG-13,6.7,58
2009,0. The Fountain,2006,1h 37m,PG-13,7.2,51
2010,1. Annabelle: Creation,2017,1h 49m,R,6.5,62
2011,2. How to Train Your Dragon 2,2014,1h 42m,PG,7.8,77
2012,3. London Has Fallen,2016,1h 39m,R,5.9,28
2013,4. Orphan: First Kill,2022,1h 39m,R,5.9,54
2014,5. Sweet Dreams,2024,1h 35m,No,5.4,0
2015,6. The November Man,2014,1h 48m,R,6.3,38
2016,7. Scary Stories to Tell in the Dark,2019,1h 48m,PG-13,6.2,61
2017,8. Night School,2018,1h 51m,PG-13,5.6,43
2018,9. Onward,2020,1h 42m,PG,7.4,61
2019,0. The Catcher Was a Spy,2018,1h 34m,R,6.3,49
2020,1. Rat Race,2001,1h 52m,PG-13,6.5,52
2021,2. Scream 3,2000,1h 56m,R,5.6,56
2022,3. Lady Macbeth,2016,1h 29m,R,6.8,76
2023,4. Antares,2004,1h 45m,Unrated,6.1,0
2024,5. Corpse Bride,2005,1h 17m,PG,7.4,83
2025,6. The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,1h 53m,PG,6.3,53
2026,7. Mr. Church,2016,1h 44m,PG-13,7.6,37
2027,8. Aquamarine,2006,1h 50m,PG,5.4,51
2028,9. Body of Lies,2008,2h 8m,R,7.0,57
2029,0. Father of the Bride,2022,1h 57m,PG-13,5.9,65
2030,1. Escape from Germany,2024,1h 37m,PG,7.4,0
2031,2. The Report,2019,1h 59m,R,7.2,66
2032,3. Música,2024,1h 31m,PG-13,6.5,74
2033,4. Seraphim Falls,2006,1h 55m,R,6.6,62
2034,5. Doomsday,2008,1h 45m,R,5.9,51
2035,6. Shallow Hal,2001,1h 54m,PG-13,6.0,48
2036,7. The Monuments Men,2014,1h 58m,PG-13,6.1,52
2037,8. Knight of Cups,2015,1h 58m,R,5.6,53
2038,9. The Dressmaker,2015,1h 59m,R,7.0,47
2039,0. The Call of the Wild,2020,1h 40m,PG,6.7,48
2040,1. The BFG,2016,1h 57m,PG,6.3,66
2041,2. Precious,2009,1h 50m,R,7.3,78
2042,3. Eragon,2006,1h 44m,PG,5.1,38
2043,4. Slither,2006,1h 35m,R,6.5,69
2044,5. Monsters,2010,1h 34m,R,6.3,63
2045,6. Pieces of a Woman,2020,2h 6m,R,7.0,66
2046,7. Daddy's Home,2015,1h 36m,PG-13,6.2,42
2047,8. Thoroughbreds,2017,1h 32m,R,6.6,75
2048,9. Eat Pray Love,2010,2h 13m,PG-13,5.8,50
2049,0. xXx: Return of Xander Cage,2017,1h 47m,PG-13,5.2,42
2050,1. The Pacifier,2005,1h 35m,PG,5.6,30
2051,2. Wild Eyed and Wicked,2023,1h 39m,No,6.7,0
2052,3. War Horse,2011,2h 26m,PG-13,7.2,72
2053,4. xXx,2002,2h 4m,PG-13,5.8,48
2054,5. The Lake House,2006,1h 39m,PG,6.8,52
2055,6. I Am Not Big Bird,2024,1h 36m,TV-MA,5.5,0
2056,7. Original Sin,2001,1h 56m,R,6.0,33
2057,8. The Vault,2021,1h 58m,R,6.4,50
2058,9. The Lost City of Z,2016,2h 21m,PG-13,6.6,78
2059,0. Madagascar 3: Europe's Most Wanted,2012,1h 33m,PG,6.8,60
2060,1. North Star,2023,1h 35m,No,6.7,0
2061,2. A Nightmare on Elm Street,2010,1h 35m,R,5.2,35
2062,3. G.I. Joe: Retaliation,2013,1h 50m,PG-13,5.7,41
2063,4. Chloe,2009,1h 36m,R,6.3,49
2064,5. Isle of Dogs,2018,1h 41m,PG-13,7.8,82
2065,6. Extinction,2018,1h 35m,TV-MA,5.8,40
2066,7. Mr. Holmes,2015,1h 44m,PG,6.8,67
2067,8. 47 Ronin,2013,2h 8m,PG-13,6.2,28
2068,9. Ant-Man and the Wasp,2018,1h 58m,PG-13,7.0,70
2069,0. Free State of Jones,2016,2h 19m,R,6.9,53
2070,1. Before We Go,2014,1h 35m,PG-13,6.8,31
2071,2. Fear Street: Part Two - 1978,2021,1h 49m,R,6.7,61
2072,3. Lightyear,2022,1h 45m,PG,6.1,60
2073,4. Best in Show,2000,1h 30m,PG-13,7.5,78
2074,5. Neighbors,2014,1h 37m,R,6.3,68
2075,6. Frozen,2010,1h 33m,R,6.2,43
2076,7. Need for Speed,2014,2h 12m,PG-13,6.4,39
2077,8. Demonic,2015,1h 23m,R,5.3,0
2078,9. A Mouthful of Air,2021,1h 45m,R,6.1,52
2079,0. The Last Rifleman,2023,1h 35m,No,6.5,0
2080,1. The Unforgivable,2021,1h 52m,R,7.1,41
2081,2. Pet Sematary,2019,1h 40m,R,5.7,57
2082,3. Rush Hour 2,2001,1h 30m,PG-13,6.7,48
2083,4. Final Destination 2,2003,1h 30m,R,6.2,38
2084,5. Timeline,2003,1h 56m,PG-13,5.6,29
2085,6. Willy's Wonderland,2021,1h 28m,TV-MA,5.5,44
2086,7. The Colony,2021,1h 44m,R,5.4,52
2087,8. Please Don't Destroy: The Treasure of Foggy Mountain,2023,1h 32m,R,6.1,49
2088,9. The Bucket List,2007,1h 37m,PG-13,7.4,42
2089,0. P.S. I Love You,2007,2h 6m,PG-13,7.0,39
2090,1. Hot Rod,2007,1h 28m,PG-13,6.7,43
2091,2. A Hidden Life,2019,2h 54m,PG-13,7.4,80
2092,3. Swiss Army Man,2016,1h 37m,R,6.9,64
2093,4. Michael Clayton,2007,1h 59m,R,7.2,82
2094,5. The American,2010,1h 45m,R,6.3,61
2095,6. Cha Cha Real Smooth,2022,1h 47m,R,7.3,69
2096,7. Uptown Girls,2003,1h 32m,PG-13,6.2,33
2097,8. Apostle,2018,2h 10m,TV-MA,6.3,62
2098,9. The Convert,2023,1h 59m,No,7.6,0
2099,0. Do Not Expect Too Much from the End of the World,2023,2h 43m,No,7.4,95
2100,1. The Final: Attack on Wembley,2024,1h 22m,TV-MA,6.3,0
2101,2. Shiva Baby,2020,1h 17m,Not Rated,7.1,79
2102,3. Mary Queen of Scots,2018,2h 4m,R,6.3,60
2103,4. Mama,2013,1h 40m,PG-13,6.2,57
2104,5. We Bought a Zoo,2011,2h 4m,PG,7.0,58
2105,6. Dear Evan Hansen,2021,2h 17m,PG-13,6.1,39
2106,7. Impulse,2023,58m,No,5.4,0
2107,8. Dracula Untold,2014,1h 32m,PG-13,6.2,40
2108,9. Dinosaur,2000,1h 22m,PG,6.4,56
2109,0. Searching,2018,1h 42m,PG-13,7.6,71
2110,1. Frances Ha,2012,1h 26m,R,7.4,82
2111,2. Women Talking,2022,1h 44m,PG-13,6.9,77
2112,3. Ted 2,2015,1h 55m,R,6.3,48
2113,4. Inland Empire,2006,3h,R,6.8,73
2114,5. Tower Heist,2011,1h 44m,PG-13,6.2,59
2115,6. Living,2022,1h 42m,PG-13,7.2,81
2116,7. The Lost Husband,2020,1h 49m,PG-13,6.1,49
2117,8. Buried,2010,1h 35m,R,7.0,65
2118,9. Birth/Rebirth,2023,1h 41m,R,6.2,78
2119,0. Ghostlight,2024,1h 50m,R,8.2,87
2120,1. The Gathering,2002,1h 32m,R,5.6,0
2121,2. Brimstone,2016,2h 28m,R,7.0,45
2122,3. Yes Man,2008,1h 44m,PG-13,6.8,46
2123,4. The Belko Experiment,2016,1h 29m,R,6.2,44
2124,5. Luckiest Girl Alive,2022,1h 53m,R,6.4,54
2125,6. Colombiana,2011,1h 48m,PG-13,6.4,45
2126,7. Jungle,2017,1h 55m,R,6.7,48
2127,8. The Woman in the Window,2021,1h 40m,R,5.7,41
2128,9. The Ledge,2022,1h 26m,R,5.1,0
2129,0. Starsky & Hutch,2004,1h 41m,PG-13,6.1,55
2130,1. The SpongeBob SquarePants Movie,2004,1h 27m,PG,7.2,67
2131,2. Foxcatcher,2014,2h 14m,R,7.0,81
2132,3. Countdown,2019,1h 30m,PG-13,5.4,31
2133,4. In the Heights,2021,2h 23m,PG-13,7.3,84
2134,5. Diary of a Wimpy Kid: Rodrick Rules,2011,1h 39m,PG,6.6,51
2135,6. Hotel Mumbai,2018,2h 3m,R,7.6,62
2136,7. The Internship,2013,1h 59m,PG-13,6.3,42
2137,8. Pride,2014,1h 59m,R,7.8,79
2138,9. Selma,2014,2h 8m,PG-13,7.5,79
2139,0. The Station Agent,2003,1h 29m,R,7.6,81
2140,1. Pinocchio,2022,1h 45m,PG,5.1,38
2141,2. Winter's Bone,2010,1h 40m,R,7.1,90
2142,3. Scooby-Doo 2: Monsters Unleashed,2004,1h 33m,PG,5.2,34
2143,4. Transporter 2,2005,1h 27m,R,6.3,56
2144,5. The Way,2010,2h 3m,PG-13,7.3,64
2145,6. The Vanishing,2018,1h 47m,R,5.9,64
2146,7. U-571,2000,1h 56m,PG-13,6.6,62
2147,8. The Way Back,2010,2h 13m,PG-13,7.3,66
2148,9. A Most Violent Year,2014,2h 5m,R,7.0,79
2149,0. The Adventures of Tintin,2011,1h 47m,PG,7.3,68
2150,1. Hitman: Agent 47,2015,1h 36m,R,5.7,28
2151,2. Vacancy,2007,1h 25m,R,6.2,54
2152,3. Brawl in Cell Block 99,2017,2h 12m,Not Rated,7.1,79
2153,4. The Great Beauty,2013,2h 21m,Not Rated,7.7,86
2154,5. Super Size Me 2: Holy Chicken!,2017,1h 33m,PG-13,7.1,61
2155,6. Widows,2018,2h 9m,R,6.8,84
2156,7. Rent,2005,2h 15m,PG-13,6.8,53
2157,8. The Way Way Back,2013,1h 43m,PG-13,7.4,68
2158,9. Halloween Ends,2022,1h 51m,R,5.0,47
2159,0. What's Your Number?,2011,1h 46m,R,6.0,35
2160,1. T2 Trainspotting,2017,1h 57m,R,7.2,67
2161,2. Float,2023,1h 40m,PG-13,5.2,0
2162,3. The Family Man,2000,2h 5m,PG-13,6.8,42
2163,4. The Tragedy of Macbeth,2021,1h 45m,R,7.1,87
2164,5. The Secret: Dare to Dream,2020,1h 47m,PG,6.5,32
2165,6. Creep 2,2017,1h 18m,Not Rated,6.4,75
2166,7. Chicken Run: Dawn of the Nugget,2023,1h 38m,PG,6.4,63
2167,8. Vengeance,2022,1h 47m,R,6.8,65
2168,9. Halloween,2018,1h 46m,R,6.5,67
2169,0. I'm Not Ashamed,2016,1h 52m,PG-13,5.8,31
2170,1. Gamer,2009,1h 35m,R,5.7,27
2171,2. Borat Subsequent Moviefilm,2020,1h 35m,R,6.6,68
2172,3. The Next Three Days,2010,2h 13m,PG-13,7.3,52
2173,4. Stormy,2024,1h 49m,TV-MA,6.3,53
2174,5. National Anthem,2023,1h 36m,R,6.2,75
2175,6. Ben-Hur,2016,2h 3m,PG-13,5.7,38
2176,7. The Cursed,2021,1h 51m,R,6.2,62
2177,8. The Exorcism of Emily Rose,2005,1h 59m,PG-13,6.7,46
2178,9. Jack Ryan: Shadow Recruit,2014,1h 45m,PG-13,6.2,57
2179,0. Warm Bodies,2013,1h 38m,PG-13,6.8,60
2180,1. A Single Man,2009,1h 39m,R,7.5,77
2181,2. Dolittle,2020,1h 41m,PG,5.6,26
2182,3. Stillwater,2021,2h 19m,R,6.6,60
2183,4. The Boy Who Harnessed the Wind,2019,1h 53m,TV-PG,7.6,68
2184,5. Birth,2004,1h 40m,R,6.3,51
2185,6. Rush Hour 3,2007,1h 31m,PG-13,6.2,44
2186,7. Escape Plan,2013,1h 55m,R,6.7,49
2187,8. Hitch,2005,1h 58m,PG-13,6.6,58
2188,9. About a Boy,2002,1h 41m,PG-13,7.1,75
2189,0. Rapture-Palooza,2013,1h 25m,R,5.2,44
2190,1. The Fourth Kind,2009,1h 38m,PG-13,5.9,34
2191,2. About Schmidt,2002,2h 5m,R,7.2,85
2192,3. USS Indianapolis: Men of Courage,2016,2h 8m,R,5.3,30
2193,4. Scary Movie 4,2006,1h 23m,PG-13,5.1,40
2194,5. The Angry Birds Movie,2016,1h 37m,PG,6.3,43
2195,6. Bandit,2022,2h 6m,R,6.4,54
2196,7. Alice Through the Looking Glass,2016,1h 53m,PG,6.2,34
2197,8. American Pie 2,2001,1h 48m,R,6.4,43
2198,9. Tears of the Sun,2003,2h 1m,R,6.6,48
2199,0. Exam,2009,1h 41m,Not Rated,6.8,0
2200,1. Bride Wars,2009,1h 29m,PG,5.5,24
2201,2. Tom & Jerry,2021,1h 41m,PG,5.3,32
2202,3. She Said,2022,2h 9m,R,7.3,0
2203,4. I Origins,2014,1h 46m,R,7.3,57
2204,5. Johnny English Reborn,2011,1h 41m,PG,6.3,46
2205,6. Little Nicky,2000,1h 30m,PG-13,5.3,38
2206,7. Ninja Assassin,2009,1h 39m,R,6.3,34
2207,8. The Dirt,2019,1h 47m,TV-MA,7.0,39
2208,9. Shadow in the Cloud,2020,1h 23m,R,5.0,66
2209,0. See How They Run,2022,1h 38m,PG-13,6.5,60
2210,1. Blade II,2002,1h 57m,R,6.7,52
2211,2. Friday Night Lights,2004,1h 58m,PG-13,7.2,70
2212,3. The Wedding Planner,2001,1h 43m,PG-13,5.3,33
2213,4. Influencer,2022,1h 32m,No,6.2,66
2214,5. Endless Love,2014,1h 44m,PG-13,6.2,30
2215,6. Marcello Mio,2024,2h,No,6.0,47
2216,7. The Young Victoria,2009,1h 45m,PG,7.2,64
2217,8. Reminiscence,2021,1h 56m,PG-13,5.9,46
2218,9. The Spectacular Now,2013,1h 35m,R,7.0,82
2219,0. The Commuter,2018,1h 44m,PG-13,6.3,56
2220,1. 21 Bridges,2019,1h 39m,R,6.6,51
2221,2. Frida,2002,2h 3m,R,7.3,61
2222,3. State of Play,2009,2h 7m,PG-13,7.1,64
2223,4. Trouble with the Curve,2012,1h 51m,PG-13,6.8,58
